,Cue,DCI
245,Kocianovo získalo,0.3749
246,kvarteto získalo,0.3749
247,Andrzej Žulawski,0.3725
248,životního prostředí,0.3716
249,37 Muslimského,0.3716
250,příznivců Muslimského,0.3716
251,V Praze,0.3716
252,Generální tajemník,0.3716
253,Generální OSN,0.3716
254,Generální Pan,0.3716
255,Generální Ki-mun,0.3716
256,tajemník OSN,0.3716
257,tajemník Pan,0.3716
258,tajemník Ki-mun,0.3716
259,OSN Pan,0.3716
260,OSN Ki-mun,0.3716
261,Předseda je,0.3716
262,Evropské Donald,0.3716
263,obchod v,0.3716
264,v je,0.3716
265,se od,0.3716
266,na a,0.3716
267,souhlasí s,0.3652
268,na kouření.,0.3652
269,vztahy mezi,0.3652
270,Praze se,0.3652
271,se roku,0.3652
272,Předseda Evropské,0.3652
273,Předseda rady,0.3652
274,kubánský disident,0.3652
275,V méně,0.3638
276,České je,0.3638
277,a s,0.3638
278,a americkými,0.3638
279,a vojenskými,0.3638
280,americké odmítá,0.3638
281,protiraketové odmítá,0.3638
282,základny odmítá,0.3638
283,v odmítá,0.3638
284,v Poláků.,0.3638
285,Polsku odmítá,0.3638
286,Polsku Poláků.,0.3638
287,odmítá Poláků.,0.3638
288,premiér umístění,0.3638
289,a umístění,0.3638
290,prezident umístění,0.3638
291,umístění na,0.3638
292,a jsou,0.3638
293,objem ČR.,0.3638
294,v ČR.,0.3638
295,Kaczyński základny,0.3638
296,vyzval bojkotu,0.3638
297,k bojkotu,0.3638
298,Pavel katolické,0.3638
299,II. katolické,0.3638
300,hlavou katolické,0.3638
301,synagogu a,0.3638
302,synagogu mešitu.,0.3638
303,a mešitu.,0.3638
304,Ledči nedaří,0.3638
305,nad nedaří,0.3638
306,Sázavou nedaří,0.3638
307,se nedaří,0.3638
308,v Třebíči,0.3638
309,větší než,0.3638
310,než na,0.3638
311,než ČR.,0.3638
312,Podle oteplování,0.3638
313,Podle planety,0.3638
314,britského oteplování,0.3638
315,britského planety,0.3638
316,vědce oteplování,0.3638
317,vědce planety,0.3638
318,Britský vědec,0.3638
319,problémy s,0.3638
320,ArcelorMittal finančně,0.3638
321,ArcelorMittal podpoří,0.3638
322,Ostrava finančně,0.3638
323,Ostrava podpoří,0.3638
324,Přibližně 90,0.3638
325,Přibližně procent,0.3638
326,Přibližně voličů,0.3638
327,Přibližně hlasovalo,0.3638
328,Přibližně pro,0.3638
329,90 procent,0.3638
330,90 voličů,0.3638
331,90 hlasovalo,0.3638
332,90 pro,0.3638
333,procent voličů,0.3638
334,procent hlasovalo,0.3638
335,procent pro,0.3638
336,procent španělského,0.3638
337,voličů hlasovalo,0.3638
338,voličů pro,0.3638
339,voličů španělského,0.3638
340,hlasovalo pro,0.3638
341,hlasovalo španělského,0.3638
342,pro španělského,0.3638
343,Prezident Bush,0.3638
344,Prezident odmítá,0.3638
345,Rozsudek o,0.3638
346,Rozsudek prupuštění,0.3638
347,Rozsudek policistů,0.3638
348,Rozsudek z,0.3638
349,o prupuštění,0.3638
350,o policistů,0.3638
351,prupuštění policistů,0.3638
352,prupuštění z,0.3638
353,prupuštění kteří,0.3638
354,policistů z,0.3638
355,policistů kteří,0.3638
356,policistů brutálně,0.3638
357,z kteří,0.3638
358,z brutálně,0.3638
359,z zasáhli,0.3638
360,kteří motorkáři,0.3638
361,brutálně motorkáři,0.3638
362,brutálně Rodneymu,0.3638
363,zasáhli motorkáři,0.3638
364,zasáhli Rodneymu,0.3638
365,"zasáhli Kingovi,",0.3638
366,proti motorkáři,0.3638
367,proti Rodneymu,0.3638
368,"proti Kingovi,",0.3638
369,proti padl,0.3638
370,černošskému motorkáři,0.3638
371,černošskému Rodneymu,0.3638
372,"černošskému Kingovi,",0.3638
373,černošskému padl,0.3638
374,motorkáři Rodneymu,0.3638
375,"motorkáři Kingovi,",0.3638
376,"Rodneymu Kingovi,",0.3638
377,29. dubna,0.3638
378,29. 1992.,0.3638
379,dubna 1992.,0.3638
380,životy občanů.,0.3638
381,Kvůli se,0.3638
382,proti závislosti,0.3638
383,proti kouření.,0.3638
384,závislosti na,0.3638
385,závislosti kouření.,0.3638
386,Stát podpořil,0.3638
387,podpořil malé,0.3638
388,podpořil a,0.3638
389,podpořil střední,0.3638
390,se útoku.,0.3638
391,ArcelorMittal zaplatí,0.3638
392,ArcelorMittal dvě,0.3638
393,Ostrava zaplatí,0.3638
394,Ostrava dvě,0.3638
395,Ostrava třetiny,0.3638
396,od 1992.,0.3638
397,roku 1992.,0.3638
398,gruzínský má,0.3638
399,gruzínský zakázaný,0.3638
400,gruzínský vstup,0.3638
401,gruzínský na,0.3638
402,má zakázaný,0.3638
403,má vstup,0.3638
404,má území,0.3638
405,má Ukrajiny.,0.3638
406,zakázaný vstup,0.3638
407,zakázaný na,0.3638
408,zakázaný území,0.3638
409,zakázaný Ukrajiny.,0.3638
410,vstup na,0.3638
411,vstup území,0.3638
412,vstup Ukrajiny.,0.3638
413,na Ukrajiny.,0.3638
414,území Ukrajiny.,0.3638
415,si i,0.3638
416,si civilistů.,0.3638
417,i životy,0.3638
418,i civilistů.,0.3638
419,životy civilistů.,0.3638
420,Ruský bude,0.3638
421,plynárenský bude,0.3638
422,gigant bude,0.3638
423,Gazprom bude,0.3638
424,Gazprom do,0.3638
425,bude plyn,0.3638
426,bude do,0.3638
427,Polsku plyn,0.3638
428,Polsku do,0.3638
429,Polsku roku,0.3638
430,dodávat plyn,0.3638
431,dodávat do,0.3638
432,dodávat roku,0.3638
433,plyn do,0.3638
434,plyn roku,0.3638
435,do s,0.3638
436,o tom,0.3638
437,Nicolas chce,0.3638
438,Sarkozy chce,0.3638
439,chce omezit,0.3638
440,Saddáma klesly,0.3638
441,Husajna klesly,0.3638
442,patří k,0.3638
443,v Iráku.,0.3638
444,pro své,0.3638
445,proti afroamerickému,0.3638
446,proti motoristovi.,0.3638
447,afroamerickému motoristovi.,0.3638
448,V největší,0.3638
449,premiér asijským,0.3638
450,projevil asijským,0.3638
451,projevil sousedům.,0.3638
452,asijským sousedům.,0.3638
453,22. byly,0.3638
454,dubna byly,0.3638
455,2005 byly,0.3638
456,Džuničiró lítost,0.3638
457,Koizumi lítost,0.3638
458,za druhé,0.3638
459,za světové,0.3638
460,a nebyly,0.3638
461,nebyly 22.,0.3638
462,nebyly dubna,0.3638
463,nebyly 2005,0.3638
464,22. ideální.,0.3638
465,dubna ideální.,0.3638
466,2005 ideální.,0.3638
467,a byly,0.3638
468,Armáda zabavila,0.3638
469,Budanov souzený,0.3638
470,je souzený,0.3638
471,zemi na,0.3638
472,v zabavila,0.3638
473,roce byla,0.3638
474,a středních,0.3638
475,Jiří Kuděla,0.3638
476,Jiří byl,0.3638
477,Jiří v,0.3638
478,Kuděla byl,0.3638
479,Kuděla v,0.3638
480,prezident na,0.3638
481,předávání cen,0.3638
482,OSN o,0.3638
483,OSN v,0.3638
484,OSN Iráku.,0.3638
485,horkém počasí,0.3638
486,firmy z,0.3638
487,firmy Kroměříže,0.3638
488,Fremach z,0.3638
489,Fremach Kroměříže,0.3638
490,Morava z,0.3638
491,Morava Kroměříže,0.3638
492,z Kroměříže,0.3638
493,z jsou,0.3638
494,Švédka Astrid,0.3638
495,Švédka Lindgrenová,0.3638
496,se stát,0.3638
497,v čtyři,0.3638
498,Prezident na,0.3638
499,V Chile,0.3638
500,Podle Blixe,0.3638
501,Podle vedení,0.3638
502,vedení v,0.3638
503,v své,0.3638
504,neplní své,0.3638
505,neplní závazky,0.3638
506,neplní na,0.3638
507,neplní likvidaci,0.3638
508,neplní zbraní,0.3638
509,své závazky,0.3638
510,své likvidaci,0.3638
511,své zbraní,0.3638
512,své hromadného,0.3638
513,závazky na,0.3638
514,závazky likvidaci,0.3638
515,závazky zbraní,0.3638
516,závazky hromadného,0.3638
517,závazky ničení.,0.3638
518,na likvidaci,0.3638
519,na zbraní,0.3638
520,na hromadného,0.3638
521,na ničení.,0.3638
522,likvidaci zbraní,0.3638
523,likvidaci hromadného,0.3638
524,likvidaci ničení.,0.3638
525,V proběhlo,0.3638
526,roce proběhlo,0.3638
527,2008 proběhlo,0.3638
528,proběhlo v,0.3638
529,proběhlo Praze,0.3638
530,v demonstrací.,0.3638
531,byl při,0.3638
532,hostováním Mladé,0.3638
533,hostováním Boleslavi.,0.3638
534,z Boleslavi.,0.3638
535,Mladé Boleslavi.,0.3638
536,chce být,0.3638
537,kandidaturu ve,0.3638
538,České republiky.,0.3638
539,měla s,0.3638
540,Předseda kritizován,0.3638
541,SPD je,0.3638
542,SPD kritizován,0.3638
543,SPD za,0.3638
544,Tomio je,0.3638
545,Tomio kritizován,0.3638
546,Okamura je,0.3638
547,Okamura kritizován,0.3638
548,je kritizován,0.3638
549,kritizován za,0.3638
550,za výroky,0.3638
551,hlavním České,0.3638
552,městě České,0.3638
553,Učená existuje,0.3638
554,Učená od,0.3638
555,Učená roku,0.3638
556,společnost existuje,0.3638
557,společnost od,0.3638
558,společnost roku,0.3638
559,existuje od,0.3638
560,existuje roku,0.3638
561,Aleksander v,0.3638
562,Kwaśniewski v,0.3638
563,v věnovat,0.3638
564,a věnovat,0.3638
565,z byla,0.3638
566,Astrid Lindgrenové,0.3638
567,vysoké pokuty,0.3638
568,vysoké za,0.3638
569,vysoké údajně,0.3638
570,vysoké nevyvážené,0.3638
571,vysoké zpravodajství.,0.3638
572,pokuty za,0.3638
573,pokuty údajně,0.3638
574,pokuty nevyvážené,0.3638
575,pokuty zpravodajství.,0.3638
576,za údajně,0.3638
577,za nevyvážené,0.3638
578,za zpravodajství.,0.3638
579,údajně nevyvážené,0.3638
580,údajně zpravodajství.,0.3638
581,nevyvážené zpravodajství.,0.3638
582,37 zemřelo,0.3638
583,příznivců zemřelo,0.3638
584,Muslimského zemřelo,0.3638
585,bratrstva zemřelo,0.3638
586,zemřelo při,0.3638
587,zemřelo převozu,0.3638
588,zemřelo do,0.3638
589,zemřelo vězení,0.3638
590,zemřelo v,0.3638
591,Ki-mun ozbrojenců.,0.3638
592,Odboráři ČEZ,0.3638
593,ČEZ v,0.3638
594,se vyhnul,0.3638
595,V jednom,0.3638
596,přivítali hlavně,0.3638
597,115 transportérů,0.3638
598,115 s,0.3638
599,115 500,0.3638
600,osmnáctitunových transportérů,0.3638
601,osmnáctitunových s,0.3638
602,osmnáctitunových 500,0.3638
603,osmnáctitunových americkými,0.3638
604,obrněných transportérů,0.3638
605,obrněných s,0.3638
606,obrněných 500,0.3638
607,obrněných americkými,0.3638
608,transportérů s,0.3638
609,transportérů 500,0.3638
610,transportérů americkými,0.3638
611,Konvoj americké,0.3638
612,má americké,0.3638
613,demonstrovat americké,0.3638
614,podporu americké,0.3638
615,americké armády,0.3638
616,Autor audiovizuálních,0.3638
617,Autor instalací,0.3638
618,Autor vystavuje,0.3638
619,audiovizuálních instalací,0.3638
620,audiovizuálních vystavuje,0.3638
621,audiovizuálních v,0.3638
622,instalací vystavuje,0.3638
623,instalací v,0.3638
624,instalací galerii,0.3638
625,vystavuje v,0.3638
626,vystavuje galerii,0.3638
627,vystavuje Hradci,0.3638
628,vystavuje Králové.,0.3638
629,Evropy v,0.3638
630,Lidovci po,0.3638
631,Lidovci odvolání,0.3638
632,Lidovci Tomia,0.3638
633,Lidovci Okamury,0.3638
634,po odvolání,0.3638
635,po Tomia,0.3638
636,po Okamury,0.3638
637,po pozice,0.3638
638,odvolání Tomia,0.3638
639,odvolání Okamury,0.3638
640,odvolání z,0.3638
641,odvolání pozice,0.3638
642,odvolání místopředsedy,0.3638
643,Tomia Okamury,0.3638
644,Tomia z,0.3638
645,Tomia pozice,0.3638
646,Tomia místopředsedy,0.3638
647,Tomia Sněmovny.,0.3638
648,Okamury z,0.3638
649,Okamury pozice,0.3638
650,Okamury místopředsedy,0.3638
651,Okamury Sněmovny.,0.3638
652,z pozice,0.3638
653,z místopředsedy,0.3638
654,z Sněmovny.,0.3638
655,pozice místopředsedy,0.3638
656,pozice Sněmovny.,0.3638
657,místopředsedy Sněmovny.,0.3638
658,Kvůli vznikla,0.3638
659,Kvůli škoda,0.3638
660,Kvůli za,0.3638
661,vznikla škoda,0.3638
662,vznikla za,0.3638
663,vznikla téměř,0.3638
664,"vznikla 2,4",0.3638
665,škoda za,0.3638
666,škoda téměř,0.3638
667,"škoda 2,4",0.3638
668,škoda korun.,0.3638
669,za téměř,0.3638
670,"za 2,4",0.3638
671,"téměř 2,4",0.3638
672,téměř korun.,0.3638
673,"2,4 korun.",0.3638
674,ve Evropou,0.3638
675,ve a,0.3638
676,srovnání Evropou,0.3638
677,srovnání a,0.3638
678,Evropou a,0.3638
679,v ani,0.3638
680,ČR v,0.3638
681,ani v,0.3638
682,na aby,0.3638
683,V proběhne,0.3638
684,V rekonstrukce,0.3638
685,V vlakového,0.3638
686,"V nádraží,",0.3638
687,Poděbradech proběhne,0.3638
688,Poděbradech rekonstrukce,0.3638
689,Poděbradech vlakového,0.3638
690,"Poděbradech nádraží,",0.3638
691,Poděbradech informoval,0.3638
692,proběhne rekonstrukce,0.3638
693,proběhne vlakového,0.3638
694,"proběhne nádraží,",0.3638
695,proběhne informoval,0.3638
696,rekonstrukce vlakového,0.3638
697,"rekonstrukce nádraží,",0.3638
698,rekonstrukce informoval,0.3638
699,"vlakového nádraží,",0.3638
700,vlakového informoval,0.3638
701,"nádraží, informoval",0.3638
702,v Holešovicích,0.3638
703,elektrárny v,0.3638
704,v Evropě.,0.3638
705,Ředitelem Špindlerův,0.3638
706,Ředitelem Mlýn,0.3638
707,Špindlerův je,0.3638
708,Mlýn je,0.3638
709,Epopej roce,0.3638
710,v čele,0.3638
711,a pro,0.3638
712,1235 vojáků.,0.3638
713,Křeče přehřátí,0.3638
714,Křeče se,0.3638
715,Křeče objevují,0.3638
716,z přehřátí,0.3638
717,z objevují,0.3638
718,přehřátí se,0.3638
719,přehřátí objevují,0.3638
720,se objevují,0.3638
721,je pomoc.,0.3638
722,ze států,0.3638
723,Brněnské šestnáctky,0.3638
724,už let.,0.3638
725,20. století.,0.3638
726,koná v,0.3638
727,v bude,0.3638
728,Brněnsku 24.,0.3638
729,Brněnsku dubna,0.3638
730,Brněnsku 1945,0.3638
731,Brněnsku odehrála,0.3638
732,se odehrála,0.3638
733,je potřeba,0.3638
734,bitva na,0.3638
735,bitva Brněnsku,0.3638
736,v za,0.3638
737,za války.,0.3638
738,1945 u,0.3638
739,získal Státní,0.3638
740,získal cenu,0.3638
741,Státní cenu,0.3638
742,Státní za,0.3638
743,Milan Kundera,0.3638
744,a pohraniční,0.3638
745,a stráž,0.3638
746,a má,0.3638
747,pohraniční stráž,0.3638
748,pohraniční má,0.3638
749,pohraniční k,0.3638
750,stráž má,0.3638
751,stráž k,0.3638
752,stráž roku,0.3638
753,má roku,0.3638
754,má 2020,0.3638
755,má disponovat,0.3638
756,má celkem,0.3638
757,k roku,0.3638
758,k 2020,0.3638
759,k disponovat,0.3638
760,k celkem,0.3638
761,k 10000,0.3638
762,roku 2020,0.3638
763,roku disponovat,0.3638
764,roku celkem,0.3638
765,roku 10000,0.3638
766,2020 disponovat,0.3638
767,2020 celkem,0.3638
768,2020 10000,0.3638
769,disponovat celkem,0.3638
770,disponovat 10000,0.3638
771,celkem 10000,0.3638
772,Mecenášové darovali,0.3638
773,2016 dva,0.3638
774,Slavnostní Sigmunda,0.3638
775,Slavnostní Freuda,0.3638
776,Sigmunda na,0.3638
777,Sigmunda Kozím,0.3638
778,Freuda Kozím,0.3638
779,Freuda plácku,0.3638
780,slavného bude,0.3638
781,slavného stát,0.3638
782,zakladatele bude,0.3638
783,zakladatele stát,0.3638
784,zakladatele na,0.3638
785,Michal Gabriel,0.3638
786,Gabriel Sigmunda,0.3638
787,Sigmunda Freuda.,0.3638
788,v k,0.3638
789,v příležitosti,0.3638
790,Praze k,0.3638
791,Praze příležitosti,0.3638
792,se příležitosti,0.3638
793,plánuje k,0.3638
794,plánuje příležitosti,0.3638
795,Sigmunda Michal,0.3638
796,bude Michal,0.3638
797,u Staroměstského,0.3638
798,u náměstí.,0.3638
799,Socha Sigmunda,0.3638
800,bude poblíž,0.3638
801,na poblíž,0.3638
802,Kozím poblíž,0.3638
803,plácku poblíž,0.3638
804,poblíž Staroměstského,0.3638
805,poblíž náměstí.,0.3638
806,Zásilkový oproti,0.3638
807,obchod oproti,0.3638
808,v oproti,0.3638
809,ČR oproti,0.3638
810,oproti a,0.3638
811,západní Evropě,0.3638
812,Podle vláda,0.3638
813,vytváří ČEZ,0.3638
814,ČEZ a,0.3638
815,ČEZ jednat,0.3638
816,ČEZu a,0.3638
817,CZMT uzavřela,0.3638
818,CZMT kontrakt,0.3638
819,uzavřela kontrakt,0.3638
820,uzavřela v,0.3638
821,kontrakt v,0.3638
822,teď je,0.3638
823,teď v,0.3638
824,teď úpadku.,0.3638
825,je úpadku.,0.3638
826,v úpadku.,0.3638
827,rozhodlo o,0.3638
828,Podle o,0.3638
829,plavecké federace.,0.3638
830,a a,0.3638
831,je někdo,0.3638
832,je jiný,0.3638
833,někdo jiný,0.3638
834,někdo než,0.3638
835,jiný než,0.3638
836,Bolívii referendum,0.3638
837,v referendum,0.3638
838,referendum o,0.3638
839,referendum změně,0.3638
840,referendum ústavy.,0.3638
841,pražské letiště,0.3638
842,pražské Ruzyně,0.3638
843,Ruzyně poprvé,0.3638
844,Ruzyně více,0.3638
845,Ruzyně stále,0.3638
846,Ruzyně a,0.3638
847,bitvě bylo,0.3638
848,Parcely hlavním,0.3638
849,Parcely městě,0.3638
850,firmy hlavním,0.3638
851,firmy městě,0.3638
852,Nestlé hlavním,0.3638
853,Nestlé městě,0.3638
854,hlavním společnost,0.3638
855,hlavním Sekyra,0.3638
856,městě společnost,0.3638
857,městě Sekyra,0.3638
858,městě Group.,0.3638
859,víkendu z,0.3638
860,víkendu jihlavské,0.3638
861,zmizeli kaloni,0.3638
862,z jihlavské,0.3638
863,jihlavské zoo,0.3638
864,jihlavské kaloni,0.3638
865,zoo zlatí.,0.3638
866,Na festivalu,0.3638
867,září z,0.3638
868,o víkendu,0.3638
869,je který,0.3638
870,Česko snadněji,0.3638
871,čerpat peníze,0.3638
872,z uvedl,0.3638
873,Návrh rady.,0.3638
874,dohody rady.,0.3638
875,zveřejnil rady.,0.3638
876,Evropské rady.,0.3638
877,na jednání,0.3638
878,"na uvedl,",0.3638
879,na že,0.3638
880,na čerpání,0.3638
881,"jednání uvedl,",0.3638
882,jednání že,0.3638
883,jednání čerpání,0.3638
884,jednání z,0.3638
885,jednání evropských,0.3638
886,"uvedl, čerpání",0.3638
887,"uvedl, z",0.3638
888,"uvedl, evropských",0.3638
889,"uvedl, fondů",0.3638
890,že čerpání,0.3638
891,že evropských,0.3638
892,že fondů,0.3638
893,čerpání z,0.3638
894,čerpání evropských,0.3638
895,čerpání fondů,0.3638
896,z fondů,0.3638
897,evropských fondů,0.3638
898,čerpat evropské,0.3638
899,slavnost v,0.3638
900,V pivo.,0.3638
901,je pivo.,0.3638
902,v byl,0.3638
903,Tradice alegorických,0.3638
904,skončila v,0.3638
905,skončila roce,0.3638
906,skončila 1989.,0.3638
907,v 1989.,0.3638
908,roce 1989.,0.3638
909,prezidenta Trumpa,0.3638
910,Donalda Trumpa,0.3638
911,v Československu,0.3638
912,Československu posledního,0.3638
913,1989 od,0.3638
914,Přes 500,0.3638
915,Přes obyvatel,0.3638
916,Přes bude,0.3638
917,Přes hlasovat,0.3638
918,500 obyvatel,0.3638
919,500 bude,0.3638
920,500 hlasovat,0.3638
921,obyvatel bude,0.3638
922,rekordní letů.,0.3638
923,počet letů.,0.3638
924,Donalda Trumpa.,0.3638
925,je hlavním,0.3638
926,je městem,0.3638
927,Írán se,0.3638
928,se do,0.3638
929,Martin na,0.3638
930,premiér chce,0.3638
931,Írán je,0.3638
932,hlavním 8.,0.3638
933,hlavním března,0.3638
934,Viktor z,0.3638
935,Kožený z,0.3638
936,Írán ze,0.3638
937,Írán strany,0.3638
938,nepovažuje ze,0.3638
939,nepovažuje strany,0.3638
940,hrozbu ze,0.3638
941,hrozbu strany,0.3638
942,útoku ze,0.3638
943,útoku strany,0.3638
944,ze strany,0.3638
945,ze za,0.3638
946,ze pravděpodobnou.,0.3638
947,strany za,0.3638
948,strany pravděpodobnou.,0.3638
949,firmy získá,0.3638
950,Nestlé získá,0.3638
951,Nestlé společnost,0.3638
952,v získá,0.3638
953,v Sekyra,0.3638
954,získá společnost,0.3638
955,získá Sekyra,0.3638
956,získá Group.,0.3638
957,Jason je,0.3638
958,Rezaian je,0.3638
959,vězení než,0.3638
960,vězení rok,0.3638
961,vězení a,0.3638
962,než rok,0.3638
963,než a,0.3638
964,než čtvrt.,0.3638
965,rok a,0.3638
966,rok čtvrt.,0.3638
967,a čtvrt.,0.3638
968,byl aby,0.3638
969,bude a,0.3638
970,definovat Evropské,0.3638
971,Evropské Tusk.,0.3638
972,rady Tusk.,0.3638
973,Návrh předseda,0.3638
974,dohody předseda,0.3638
975,zveřejnil předseda,0.3638
976,předseda Evropské,0.3638
977,a roku,0.3638
978,ze nad,0.3638
979,ze a,0.3638
